point_id,sex,age,age.group,dob,lat,long,region,bread,furniture,footwear,clothing,meal,group,frozen,prank,gum,walkway,foot.cut,class.farce,for.more,sauce.source,one.gone,book.spook,fur.bear,pour.poor,eight.ate,singer.finger,mute.moot,spa.spar,thin.fin,give.it.me,I.done.it,look.at.them,things.what,not.got.it,you.was,neither.me
3868,female,49,41 to 60,1965,51.25110387265191,-0.20266041230149673,South East,roll,settee,NA,trousers,supper,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,don't rhyme,rhyme,rhyme,don't rhyme,same,same,don't rhyme,same,same,different,c,c,NA,d,NA,c,NA
3869,female,20,< 20,1994,51.22026806252831,-0.19729112521112271,South East,bun,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,rhyme,same,same,rhyme,same,same,different,b,c,NA,c,NA,c,NA
3870,female,21,21 to 40,1995,51.673792634748395,-0.03745967956931549,London,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,c,NA,NA,b,a,b,d
3871,male,21,21 to 40,1993,51.20427351274118,-0.28018218564687786,South East,roll,sofa,NA,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,c,NA,d,NA,c,NA
3872,female,24,21 to 40,1992,51.71415533344201,0.005208040111177866,East of England,bap,"settee, sofa",NA,trousers,dinner,NA,NA,NA,"(chewing) gum, chewy",alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,a,NA,NA,a,a,e,e
3873,male,20,< 20,1996,51.62986025911741,-0.045930480619393706,London,bap,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,don't rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,different,same,b,NA,NA,b,a,b,b
3874,male,19,< 20,1997,54.993891859765206,-4.107598218782872,Scotland,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,b,NA,NA,a,d,d,e
3875,female,23,21 to 40,1991,51.60462456709257,0.19319180473099745,London,roll,sofa,NA,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,same,e,c,NA,a,NA,b,NA
3876,female,76,61 to 80,1938,51.546653560540804,0.17481360998228107,London,bap,settee,NA,trousers,dinner,"you, you guys",NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,c,NA,c,NA,c,NA
3877,female,19,< 20,1997,53.67926626448029,0.026404360534277305,Yorkshire and The Humber,bread cake,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,different,don't rhyme,NA,same,same,b,NA,NA,a,a,b,d
3878,female,46,41 to 60,1968,51.54793181396216,0.20565286734838958,London,roll,sofa,NA,trousers,dinner,you lot,NA,NA,NA,NA,don't rhyme,NA,rhyme,don't rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,b,b,NA,c,NA,c,NA
3879,female,19,< 20,1997,51.657930056405704,-0.01581488998025113,London,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,c,NA,NA,a,c,b,e
3880,male,20,< 20,1996,51.340835846873595,-0.519394863077482,South East,roll,settee,NA,pants,dinner,NA,NA,NA,(chewing) gum,other (hallway),don't rhyme,rhyme,rhyme,NA,rhyme,rhyme,don't rhyme,same,same,rhyme,NA,different,different,e,NA,NA,e,a,e,e
3881,female,46,41 to 60,1968,51.54838994878672,0.34609276288053714,London,roll,sofa,NA,trousers,tea,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,d,b,NA,b,NA,b,NA
3882,female,49,41 to 60,1967,51.67113768742003,-0.04612944310174295,London,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,c,NA,NA,e,c,c,e
3883,male,51,41 to 60,1963,51.5656057367927,0.2786971072420542,London,roll,settee,NA,trousers,dinner,other (hello everybody),NA,NA,NA,NA,don't rhyme,NA,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,c,NA,c,NA,c,NA
3884,male,62,61 to 80,1952,51.53632222624643,0.236862869215347,London,bap,sofa,NA,trousers,dinner,you,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,b,NA,c,NA,b,NA
3885,female,20,< 20,1996,51.71569072515493,0.004231553191022752,East of England,bun,"settee, sofa",NA,trousers,"dinner, tea",NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,different,different,c,NA,NA,c,a,a,d
3886,male,56,41 to 60,1958,51.52714524178921,0.30139281249989525,East of England,roll,settee,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,different,same,don't rhyme,different,same,different,d,b,NA,b,NA,b,NA
3887,female,26,21 to 40,1990,51.59375772592388,-0.13955493569760075,London,"bap, roll",sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,c,NA,NA,c,a,c,d
3888,female,20,< 20,1994,51.5224992678142,0.36290503166816374,East of England,roll,settee,NA,trousers,dinner,yous,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,d,c,NA,a,NA,c,NA
3889,male,20,< 20,1996,52.97665055435505,-3.033862364091885,Wales,bap,settee,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,c,NA,NA,d,b,b,e
3890,female,41,41 to 60,1975,51.64966459464953,-0.07327988539861949,London,roll,settee,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,same,d,NA,NA,c,a,c,e
3891,male,51,41 to 60,1963,53.111527844355656,-1.6407336515545505,East Midlands,bap,sofa,NA,trousers,tea,other (friends),NA,NA,NA,NA,rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,a,b,NA,d,NA,c,NA
3892,male,31,21 to 40,1985,51.22562058684134,-1.7579009543198372,South West,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,different,different,c,NA,NA,c,d,c,e
3893,male,21,21 to 40,1995,51.520885272784014,-3.2237808568672155,Wales,"bun, roll",sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,don't rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,same,c,NA,NA,c,a,c,e
3894,female,17,< 20,1999,53.812657837126466,-1.5202444477630817,Yorkshire and The Humber,"bap, bun, roll",sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,"alley(way), ginnel",rhyme,don't rhyme,rhyme,NA,don't rhyme,rhyme,don't rhyme,same,same,don't rhyme,NA,same,same,a,NA,NA,b,a,a,c
3895,male,38,21 to 40,1976,53.36469634991432,-1.6187687512595865,Yorkshire and The Humber,"bun, roll","settee, sofa",NA,trousers,"dinner, tea",you guys,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,b,c,NA,c,NA,c,NA
3896,male,22,21 to 40,1994,51.391061399486155,-3.2783851133378383,Wales,roll,settee,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),rhyme,rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,c,NA,NA,c,c,c,e
3897,female,20,< 20,1994,53.373574311784296,-1.4884566500650345,Yorkshire and The Humber,roll,sofa,NA,trousers,tea,other (hello),NA,NA,NA,NA,rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,c,b,NA,b,NA,b,NA
3898,female,24,21 to 40,1992,53.49079111942242,-2.0120956846964284,North West,muffin,sofa,NA,pants,tea,NA,NA,NA,chewy,ginnel,rhyme,don't rhyme,don't rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,a,NA,NA,a,a,a,a
3899,female,19,< 20,1997,51.63248453980223,-0.04899221791767361,London,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,rhyme,don't rhyme,same,same,rhyme,NA,same,different,b,NA,NA,d,a,b,d
3900,female,52,41 to 60,1964,53.442091888770165,-2.0955547017661122,North West,barm,settee,NA,trousers,supper,NA,NA,NA,chuggy,gennel,rhyme,don't rhyme,don't rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,d,NA,NA,a,a,a,a
3901,female,17,< 20,1999,52.370529266217844,-0.6775061452308221,East Midlands,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,don't rhyme,NA,rhyme,rhyme,don't rhyme,same,different,rhyme,NA,same,different,b,NA,NA,b,d,b,e
3902,male,19,< 20,1995,53.355817230523996,-1.4911982580049719,Yorkshire and The Humber,bread cake,settee,NA,trousers,tea,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,a,d,NA,d,NA,d,NA
3903,female,55,41 to 60,1961,52.31453835455357,-0.667482676077963,East Midlands,roll,"settee, sofa",NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,same,b,NA,NA,b,a,e,e
3904,male,18,< 20,1996,53.335954592615096,-1.5673827029960146,Yorkshire and The Humber,roll,settee,NA,trousers,tea,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,a,d,NA,d,NA,c,NA
3905,male,28,21 to 40,1988,51.987625136552445,-0.7494934931841462,South East,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,b,NA,NA,b,a,b,e
3906,male,40,21 to 40,1974,53.31303565200942,-1.5481995458253293,Yorkshire and The Humber,bap,couch,NA,trousers,tea,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,b,b,NA,c,NA,c,NA
3907,male,48,41 to 60,1966,53.3106721416985,-1.5064488583530176,East Midlands,roll,settee,NA,trousers,tea,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,a,c,NA,a,NA,c,NA
3908,female,18,< 20,1998,51.96147898559386,-1.9416947637942044,South West,roll,settee,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,c,NA,NA,a,c,c,d
3909,male,51,41 to 60,1963,53.267499894587516,-1.5434672661753015,East Midlands,bap,sofa,NA,trousers,supper,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,d,NA,b,NA,b,NA
3910,female,19,< 20,1997,52.353905234941365,-0.6708779413739037,East Midlands,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,b,NA,NA,b,b,b,d
3911,female,20,< 20,1996,52.380920574406694,-0.7124908614011607,East Midlands,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,c,NA,NA,a,a,c,d
3912,female,22,21 to 40,1994,51.30798332988197,-0.7636585218632662,South East,"bap, bun, roll","couch, sofa",NA,trousers,"dinner, tea",NA,NA,NA,(chewing) gum,alley(way),don't rhyme,don't rhyme,rhyme,NA,don't rhyme,rhyme,don't rhyme,same,same,don't rhyme,NA,different,different,c,NA,NA,d,a,c,e
3913,female,61,61 to 80,1955,52.69593141275177,-2.0459176540429937,West Midlands,bap,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,a,NA,NA,b,b,a,b
3914,female,21,21 to 40,1993,53.288008366963105,-1.396072313012102,East Midlands,bread cake,settee,NA,trousers,tea,you guys,NA,NA,NA,NA,rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,c,d,NA,a,NA,c,NA
3915,female,20,< 20,1996,53.53302650564108,-2.6774828273501363,North West,barm,couch,NA,trousers,tea,NA,NA,NA,chewy,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,rhyme,same,same,rhyme,NA,same,same,a,NA,NA,b,a,a,e
3916,female,19,< 20,1997,52.28218091888568,-0.7153598872638717,East Midlands,roll,couch,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,b,NA,NA,b,a,a,e
3917,female,20,< 20,1996,53.512665249738895,-2.712405989467305,North West,barm,sofa,NA,pants,dinner,NA,NA,NA,(chewing) gum,alley(way),rhyme,rhyme,rhyme,NA,rhyme,don't rhyme,rhyme,same,same,rhyme,NA,same,different,b,NA,NA,b,b,c,d
3918,male,65,61 to 80,1949,53.39626009812418,-1.4816832642900641,Yorkshire and The Humber,barm,settee,NA,trousers,tea,other (now then),NA,NA,NA,NA,rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,different,same,don't rhyme,different,same,different,a,b,NA,a,NA,a,NA
3919,male,21,21 to 40,1995,52.28067168228871,-0.7302540063325547,East Midlands,roll,sofa,NA,trousers,"dinner, tea",NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,c,NA,NA,c,a,c,e
3920,female,21,21 to 40,1995,52.30968663346049,-0.6781844968199309,East Midlands,"bap, roll",sofa,NA,pants,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,b,NA,NA,b,b,a,d
3921,female,18,< 20,1998,52.380187733744464,-0.6879405350845337,East Midlands,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,d,NA,NA,b,b,b,e
3922,male,64,61 to 80,1950,53.46964498899059,-1.7078547074732804,Yorkshire and The Humber,tea cake,settee,NA,trousers,tea,you,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,different,different,don't rhyme,different,same,different,c,c,NA,c,NA,a,NA
3923,female,49,41 to 60,1967,52.229805175225856,-0.6603483276811707,East Midlands,bap,settee,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,b,NA,NA,a,b,b,e
3924,female,33,21 to 40,1983,51.45974314371409,-0.9694170447198635,South East,roll,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,passage,don't rhyme,rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,d,NA,NA,e,e,c,d
3925,female,30,21 to 40,1986,51.281150449507514,-1.1426519829982933,South East,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,d,NA,NA,c,a,b,d
3926,male,32,21 to 40,1984,51.26225284659229,-1.176349770956211,South East,roll,settee,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,e,NA,NA,b,e,b,e
3927,female,44,41 to 60,1972,52.314963886172286,-0.014532799659372486,East of England,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,c,NA,NA,d,b,b,d
3928,female,45,41 to 60,1969,53.23448991080519,-1.4724258968918194,East Midlands,cob,settee,NA,trousers,tea,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,b,b,NA,c,NA,b,NA
3929,female,44,41 to 60,1972,52.31573359264461,-0.5693494567946444,East Midlands,roll,couch,NA,trousers,tea,NA,NA,NA,(chewing) gum,jitty,don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,b,NA,NA,b,d,b,d
3930,male,18,< 20,1996,53.216917438066034,-1.4429056888250509,East Midlands,bun,sofa,NA,trousers,dinner,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,rhyme,rhyme,rhyme,don't rhyme,same,same,don't rhyme,different,different,different,b,e,NA,a,NA,e,NA
3931,female,47,41 to 60,1969,53.91201559455772,-1.9721553000549146,Yorkshire and The Humber,tea cake,settee,NA,trousers,tea,NA,NA,NA,(chewing) gum,snicket,rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,c,NA,NA,c,b,c,d
3932,female,19,< 20,1995,53.2168828425957,-1.4333986898318796,East Midlands,cob,sofa,NA,trousers,tea,you guys,NA,NA,NA,NA,don't rhyme,NA,rhyme,don't rhyme,rhyme,don't rhyme,don't rhyme,same,different,don't rhyme,different,same,different,b,c,NA,a,NA,b,NA
3933,male,18,< 20,1996,53.23225425929421,-1.4422670124966646,East Midlands,cob,settee,NA,trousers,tea,you guys,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,b,c,NA,b,NA,c,NA
3934,female,25,21 to 40,1991,52.251064614244655,-0.5895726881494043,East Midlands,roll,sofa,NA,trousers,tea,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,c,NA,NA,b,b,b,b
3935,female,49,41 to 60,1967,52.415475126313005,-2.0123271974864028,West Midlands,bap,settee,NA,trousers,tea,NA,NA,NA,(chewing) gum,entry,don't rhyme,don't rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,a,NA,NA,e,b,b,e
3936,female,48,41 to 60,1968,51.918170746890695,-0.22838147184167903,East of England,bap,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,b,NA,NA,b,b,b,e
3937,female,38,21 to 40,1978,52.23652437348865,-0.8340441281132045,East Midlands,roll,settee,NA,trousers,"dinner, tea",NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,e,NA,NA,e,c,b,e
3938,female,56,41 to 60,1960,51.67333177539204,-0.05169485098533039,London,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,different,d,NA,NA,d,a,d,d
3939,female,76,61 to 80,1938,53.232987494736385,-1.4209288910958684,East Midlands,cob,settee,NA,trousers,dinner,you,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,different,a,c,NA,a,NA,c,NA
3940,female,21,21 to 40,1995,51.43386006553779,-1.0289444324110644,South East,bun,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,same,a,NA,NA,d,a,b,e
3941,male,18,< 20,1996,53.23626694291216,-1.4230668477539021,East Midlands,cob,settee,NA,trousers,dinner,you guys,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,rhyme,same,same,don't rhyme,different,same,same,a,c,NA,c,NA,c,NA
3942,male,84,> 80,1930,53.270199546636235,-1.4637875007097236,East Midlands,cob,settee,NA,trousers,tea,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,a,c,NA,c,NA,a,NA
3943,male,44,41 to 60,1970,53.280402086904,-1.358626814652913,East Midlands,cob,settee,NA,trousers,"dinner, tea","you, you lot",NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,rhyme,different,same,same,a,d,NA,c,NA,c,NA
3944,female,24,21 to 40,1992,51.46599450785599,-1.0386511247777865,South East,roll,sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,e,NA,NA,e,b,e,e
3945,male,22,21 to 40,1994,51.44880181025568,-1.0527430816026422,South East,"bun, roll",sofa,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,c,NA,NA,c,a,c,d
3946,female,39,21 to 40,1975,53.25996291888916,-1.3842321695001405,East Midlands,cob,settee,NA,trousers,tea,you guys,NA,NA,NA,NA,rhyme,NA,rhyme,rhyme,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,different,same,different,a,d,NA,b,NA,b,NA
3947,male,21,21 to 40,1995,52.60612342446511,-1.1588980087287533,East Midlands,"cob, roll",settee,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,different,c,NA,NA,a,a,b,e
3948,female,21,21 to 40,1995,53.68683475378439,-2.735026826052754,North West,roll,couch,NA,pants,dinner,NA,NA,NA,(chewing) gum,ginnel,rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,b,NA,NA,a,a,a,d
3949,female,53,41 to 60,1963,50.838960664080936,-0.7649945604831941,South East,roll,settee,NA,trousers,dinner,NA,NA,NA,(chewing) gum,alley(way),don't rhyme,rhyme,rhyme,NA,don't rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,same,same,b,NA,NA,b,a,b,d
3950,male,32,21 to 40,1984,52.666379578747325,-1.130060150323549,East Midlands,"bap, cob",sofa,NA,pants,dinner,NA,NA,NA,(chewing) gum,"alley(way), jitty",rhyme,don't rhyme,don't rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,don't rhyme,NA,different,different,b,NA,NA,b,a,b,d
3951,female,18,< 20,1996,53.436957386260524,-1.4520561961812841,Yorkshire and The Humber,bread cake,settee,NA,trousers,tea,you lot,NA,NA,NA,NA,rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,different,different,don't rhyme,different,same,different,a,b,NA,a,NA,a,NA
3952,female,20,< 20,1996,52.62797133136697,-1.1301187399163237,East Midlands,cob,sofa,NA,trousers,dinner,NA,NA,NA,chewy,alley(way),rhyme,don't rhyme,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,same,rhyme,NA,same,same,a,NA,NA,a,a,a,d
3953,female,21,21 to 40,1993,53.43680421120272,-1.4809888332417471,Yorkshire and The Humber,bread cake,sofa,NA,trousers,tea,you guys,NA,NA,NA,NA,rhyme,NA,rhyme,NA,rhyme,don't rhyme,don't rhyme,same,different,rhyme,same,same,same,a,c,NA,a,NA,b,NA
